# Tissue Carbon and Nitrogen,,,,,,,
#,,,,,,,
# Original Data Source: https://lter.kbs.msu.edu/datatables/73,,,,,,,
# The newest version of the data https://lter.kbs.msu.edu/datatables/73.csv,,,,,,,
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/32.eml,,,,,,,
#,,,,,,,
# These Data are copyrighted and use in a publication requires written permission,,,,,,,
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/,,,,,,,
# Use of the data constitutes acceptance of the terms.,,,,,,,
#,,,,,,,
#     VARIATE TABLE,,,,,,,
5/29/2013,T6,R4,UnSorted,,43.203,1.628,2013
7/6/1998,T21,R5,Triticum aestivum L. (*),SEED,41.48,1.98,1998
8/6/2008,T7,R5,Elymus repens (L.) Gould,,43.495,0.835,2008
8/7/2017,T8,R2,Surface Litter,,44.099,1.157,2017
6/27/2007,T1,R4,aggregate of live biomass except for Triticum sp.,,41.861,1.052,2007
8/11/2010,T5,R4,Leaf Litter,,44.249,0.601,2010
10/18/2018,T4,R5,Glycine max L. (*),SEED,51.188,6.385,2018
8/5/2002,T7,R2,Poa pratensis L.,,45.081,1.14,2002
10/4/1993,T3,R4,Zea mays L. (*),STOVER,44.03,0.74,1993
9/8/2014,TSF,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.733,1.439,2014
7/26/2018,T8,R2,Phleum pratense L.,,45.312,0.589,2018
6/25/2007,T4,R1,Triticum aestivum L. (*),SEED,42.183,1.698,2007
7/28/1994,T5,R6,Festuca rubra L.,GRDCOVER,42.32,1.79,1994
8/10/2011,T7,R5,Aster sagittifolius,,43.988,0.888,2011
7/28/1994,T5,R3,Festuca rubra L.,GRDCOVER,44.85,1.78,1994
8/3/2015,T7,R1,Phleum pratense L.,,44.675,0.519,2015
6/2/1994,T7,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,47.06,2.43,1994
10/31/1990,T4,R2,Zea mays L. (*),SEED,39.14,1.18,1990
8/8/2002,T8,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,45.452,1.154,2002
7/22/2019,T3,R6,Triticum aestivum L. (*),STOVER,45.041,0.353,2019
8/4/2014,T6,R2,Medicago sativa L.,,43.946,2.766,2014
,T5,R4,Leaf Litter,LEAFLITTER,43.94,1.67,1998
7/6/1998,T1,R3,Triticum aestivum L. (*),STOVER,44.155,0.19,1998
8/6/1996,T3,R5,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,41.09,2.43,1996
8/1/2018,T7,R1,Solidago canadensis L.,,45.346,1.005,2018
10/15/1996,T1,R5,Zea mays L. (*),STOVER,43.62,0.8,1996
5/19/2014,T3,R2,Trifolium pratense L.,,43.034,3.15,2014
6/25/2007,T2,R1,Triticum aestivum L. (*),STOVER,45.213,0.424,2007
8/1/1991,T5,R4,Leaf Litter,LEAFLITTER,44.24,1.95,1991
4/26/1999,T3,R3,Trifolium incarnatum L.,COVCROP,42.41,3.85,1999
10/27/2014,T1,R6,Zea mays L. (*),SEED,42.912,1.126,2014
10/17/1990,T1,R3,Glycine max L. (*),STOVER,53.9,1.06,1990
10/24/2014,T4,R3,UnSorted,,42.379,0.98,2014
5/30/2014,T6,R2,Medicago sativa L.,,42.678,2.774,2014
8/11/1999,T7,R4,Solidago canadensis L.,NDB,45.52,1.3,1999
8/5/2014,T6,R4,Medicago sativa L.,,44.017,2.723,2014
8/27/1997,T3,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,42.78,1.8,1997
10/24/2018,T7,R5,UnSorted,,45.891,0.911,2018
8/6/2015,T8,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,43.298,1.18,2015
10/17/1990,T2,R3,Glycine max L. (*),SEED,57.86,7.87,1990
8/7/2006,T7,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,43.639,1.007,2006
7/30/1996,T7,R5,Elymus repens (L.) Gould,NDB,43.05,1.15,1996
9/8/1993,T5,,Trunks of poplars - CN code,TRUNK,49.64,0.31,1993
4/17/1996,T4,R4,Trifolium incarnatum L.,COVCROPNDB,44.91,3.68,1996
8/8/2016,T8,R3,Bromus inermis Leyss.,,42.153,0.968,2016
,TDF,R1,Leaf Litter,LEAFLITTER,45.9,1.12,1998
7/25/2012,T8,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,43.365,1.191,2012
7/6/1998,T1,R4,Triticum aestivum L. (*),STOVER,44.583,0.261,1998
5/21/2015,T4,R2,UnSorted,,42.393,1.697,2015
7/6/1998,T2,R4,Triticum aestivum L. (*),STOVER,44.03,0.42,1998
8/30/2019,T4,R6,UnSorted,,43.924,2.089,2019
9/16/2004,TCF,R2,Leaf Litter,,48.943,1.048,2004
8/7/1992,T7,R3,Solidago canadensis L.,NDB,45.97,1.7,1992
8/11/1999,T7,R2,Asclepias syriaca L.,NDB,43.69,2.79,1999
8/11/1999,T7,R3,Cyperus esculentus L.,NDB,42.72,0.85,1999
9/15/1992,T5,R4,Leaf Litter,LEAFLITTER,44.97,1.64,1992
8/7/2017,T8,R1,Surface Litter,,43.653,1.155,2017
7/8/2016,T6,R4,Triticum aestivum L. (*),SEED,40.471,1.347,2016
8/6/2001,T7,R1,Phleum pratense L.,,44.82,0.513,2001
8/4/2008,T7,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.842,1.133,2008
11/22/2017,T5,R5,Leaf Litter,,42.842,0.913,2017
10/26/2011,T2,R1,Zea mays L. (*),STOVER,45.432,0.794,2011
5/11/1998,T6,R2,Medicago sativa L.,CROP,42.17,3.12,1998
9/8/1993,T5,,Trunks of poplars - CN code,TRUNK,43.45,1.42,1993
,CFF,R1,Leaf Litter,LEAFLITTER,49.25,0.74,1996
7/11/1995,T2,R4,Triticum aestivum L. (*),STOVER,44.134,0.359,1995
8/13/2013,T7,R2,Solidago canadensis L.,,44.77,0.957,2013
8/27/1997,T3,R3,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,42.76,1.86,1997
7/27/2015,T6,R3,UnSorted,,41.089,2.495,2015
10/6/2009,T4,R1,Glycine max L. (*),STOVER,43.608,0.845,2009
7/6/1995,T6,R1,Medicago sativa L.,CROP,44.27,3.4,1995
9/13/1991,T5,R5,Leaf Litter,LEAFLITTER,46.39,0.55,1991
8/17/1999,TSF,R2,Dicots,NDB,44.92,1.17,1999
8/3/2015,T7,R2,Solidago canadensis L.,,44.959,0.972,2015
10/14/2008,T2,R2,Zea mays L. (*),SEED,43.545,1.492,2008
8/10/1992,T6,R1,Medicago sativa L.,CROP,45.05,3.33,1992
,T5,R6,Leaf Litter,LEAFLITTER,49.33,1.18,1995
5/18/2017,T4,R6,Trifolium pratense L.,,43.975,3.241,2017
10/2/1991,T6,R1,Medicago sativa L.,CROP,45.38,3.4,1991
10/1/1991,T3,R3,Glycine max L. (*),STOVER,44.4,1.57,1991
9/10/2007,TCF,R3,Leaf Litter,,50.154,0.856,2007
9/27/2012,T3,R4,UnSorted,,44.45,2.969,2012
7/6/1998,T1,R3,Triticum aestivum L. (*),SEED,41.32,1.83,1998
8/19/2005,T6,R5,aggregate of live biomass except for Medicago sativa L.,,43.131,2.484,2005
9/16/2004,TCF,R3,Leaf Litter,,50.37,0.918,2004
7/13/1995,T3,R2,Triticum aestivum L. (*),STOVER,44.109,0.324,1995
10/22/1990,T6,R6,Medicago sativa L.,CROP,43.21,3.06,1990
7/24/2012,T6,R6,UnSorted,,42.017,2.227,2012
8/4/2005,T7,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,45.541,1.471,2005
6/27/2007,T1,R4,Triticum aestivum L. (*),SEED,41.464,1.737,2007
5/29/2013,T6,R2,Medicago sativa L.,,44.365,3.592,2013
10/6/1992,T2,R5,Glycine max L. (*),SEED,47.69,6.69,1992
10/4/1993,T2,R5,Zea mays L. (*),STOVER,41.29,0.91,1993
10/5/2009,T3,R5,Glycine max L. (*),SEED,50.786,6.365,2009
7/9/1993,T6,R1,Medicago sativa L.,CROP,45.31,2.98,1993
7/28/1997,T7,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,40.6,1.02,1997
9/14/1999,T2,R3,Zea mays L. (*),SEED,42.68,1.26,1999
8/2/1993,T8,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,46,1.46,1993
9/3/2003,T3,R6,Glycine max L. (*),STOVER,42.703,3.387,2003
10/15/1996,T2,R2,Zea mays L. (*),SEED,43.58,1.88,1996
8/6/2014,T7,R1,Surface Litter,,43.959,1.248,2014
7/12/2013,T1,R2,Triticum aestivum L. (*),STOVER,44.947,0.646,2013
5/31/2005,T6,R2,aggregate of live biomass except for Medicago sativa L.,,38.265,1.975,2005
8/3/2010,T7,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.298,1.019,2010
8/5/1992,T7,R3,Aster pilosus Willd.,NDB,43.98,1.62,1992
7/31/2017,T7,R2,Solidago canadensis L.,,45.475,0.888,2017
8/11/1999,T7,R4,Juncus tenuis Willd.,NDB,45.24,1.44,1999
7/14/2004,T3,R5,Triticum aestivum L. (*),SEED,41.56,1.782,2004
9/25/2012,T2,R1,Glycine max L. (*),SEED,51.782,6.124,2012
10/27/2011,T3,R1,Zea mays L. (*),STOVER,45.338,0.809,2011
5/11/1993,T4,R4,Vicia villosa  Roth,COVCROP,45.14,5.73,1993
10/17/2017,T3,R5,Zea mays L. (*),STOVER,44.385,0.508,2017
9/6/1995,T5,,Trunks of poplars - CN code,TRUNK,45.32,0.07,1995
9/15/1997,T4,R6,Glycine max L. (*),STOVER,42.53,2.28,1997
8/4/2003,T7,R1,Achillea millefolium L.,,42.8,0.939,2003
10/24/2018,T7,R4,Surface Litter,,42.799,1.478,2018
9/26/2012,T4,R2,Glycine max L. (*),STOVER,43.406,0.826,2012
5/19/2014,T4,R2,UnSorted,,42.109,2.93,2014
8/8/2002,T8,R1,Phleum pratense L.,,45.003,1.291,2002
8/21/2006,T5,R3,fescue Non dominant biomass,,45.134,1.406,2006
8/18/2005,T6,R4,aggregate of live biomass except for Medicago sativa L.,,42.13,2.163,2005
7/19/2019,T3,R3,Triticum aestivum L. (*),SEED,42.477,1.529,2019
10/5/2006,T4,R2,Glycine max L. (*),STOVER,44.573,0.873,2006
5/26/2004,T6,R4,Medicago sativa L.,,42.836,3.003,2004
8/6/2015,T8,R3,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,43.512,1.175,2015
8/16/1990,T6,R5,Medicago sativa L.,CROP,42.62,3.86,1990
8/13/2008,TSF,R1,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,,47.278,1.438,2008
10/23/2008,T3,R5,Zea mays L. (*),SEED,43.129,1.459,2008
8/25/1994,T6,R5,Medicago sativa L.,NDB,44.19,2.62,1994
7/21/1992,T3,R5,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,43.77,1.72,1992
6/4/2018,T6,R6,UnSorted,,43.176,3.075,2018
8/7/2018,T7,R6,Elymus repens (L.) Gould,,45.05,0.694,2018
10/4/1993,T4,R4,Zea mays L. (*),STOVER,43.38,0.97,1993
9/14/1999,T3,R5,Zea mays L. (*),STOVER,45.74,0.72,1999
10/4/1993,T2,R5,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,42.93,2.21,1993
8/10/2011,T7,R4,Solidago canadensis L.,,45.02,1.051,2011
8/13/2003,T8,R1,Bromus inermis Leyss.,,43.421,0.927,2003
8/7/1992,T7,R3,Erigeron annuus (L.) Pers.,NDB,46.43,2.62,1992
5/7/2008,T4,R2,Trifolium pratense L.,,43.849,4.062,2008
7/10/2006,T6,R3,Medicago sativa L.,,43.747,2.759,2006
9/8/2014,TSF,R3,Pilea pumila (L.) Gray,,38.107,2.373,2014
6/27/2007,T1,R4,Triticum aestivum L. (*),STOVER,45.415,0.394,2007
9/14/1999,T4,R5,Zea mays L. (*),SEED,43.36,1.53,1999
5/17/2017,T4,R4,Trifolium pratense L.,,43.979,3.214,2017
9/10/2007,TCF,R2,Leaf Litter,,48.323,0.963,2007
8/5/2002,T7,R3,Poa pratensis L.,,44.272,1.414,2002
9/8/1993,T5,,Trunks of poplars - CN code,TRUNK,43.14,1.57,1993
10/4/2005,T3,R2,aggregate of live biomass except for Zea mays,,43.585,2.631,2005
8/9/2005,T7,R6,Daucus carota L.,,43.488,1.029,2005
8/11/2003,TSF,R1,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,,42.856,0.772,2003
7/26/2018,T8,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,45.812,1.097,2018
5/10/2006,T3,R1,Secale cereale M.Bieb.,,42.297,1.899,2006
9/15/1997,T3,R6,Glycine max L. (*),SEED,49.35,6.09,1997
8/13/2002,TSF,R3,Bromus inermis Leyss.,,44.642,1.332,2002
9/14/1999,T4,R3,Zea mays L. (*),SEED,43.42,1.76,1999
10/6/2006,T4,R6,Glycine max L. (*),STOVER,45.474,0.914,2006
8/19/2003,T5,R5,Leaf Litter,,44.026,1.195,2003
10/23/2018,T7,R3,UnSorted,,45.796,0.719,2018
7/9/2013,T6,R3,UnSorted,,41.618,2.805,2013
10/17/2018,T4,R2,Glycine max L. (*),SEED,51.461,6.345,2018
10/15/1996,T2,R6,Zea mays L. (*),STOVER,44.32,0.81,1996
8/7/2002,T7,R6,Hieracium sp. (*),,43.711,1.744,2002
7/28/1994,T5,R4,Festuca rubra L.,GRDCOVER,42.48,1.14,1994
5/20/1991,T4,R3,Vicia villosa  Roth,COVCROP,44.02,3.44,1991
8/6/1996,T4,R5,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,43.63,1.15,1996
9/12/1994,T1,R3,Glycine max L. (*),SEED,53.28,6.68,1994
8/11/1999,T7,R1,Poa pratensis L.,NDB,44.45,1.11,1999
8/7/2014,T7,R3,Solidago canadensis L.,,44.855,1.094,2014
7/16/2019,T1,R5,Triticum aestivum L. (*),SEED,42.249,1.554,2019
7/6/1998,T3,R2,Triticum aestivum L. (*),SEED,41.21,1.93,1998
8/9/2011,T7,R3,Aster sagittifolius,,44.525,0.709,2011
6/9/2017,T6,R3,Medicago sativa L.,,44.103,2.684,2017
7/27/2015,T6,R5,Medicago sativa L.,,44.623,2.849,2015
9/30/1994,T7,R4,Unknown Dicot,NDB,46.62,1.66,1994
9/12/1989,T5,R1,poplar leaves,POPLVS,44.66,4.42,1989
7/7/2003,T6,R2,aggregate of live biomass except for Medicago sativa L.,,34.924,2.825,2003
10/5/2006,T4,R2,aggregate of live biomass except for Glycine max L. (*),,39.528,2.634,2006
7/30/1996,T7,R1,Solidago canadensis L.,NDB,44.2,1.09,1996
7/30/1996,T7,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,43.24,1.5,1996
8/7/1992,T7,R6,Aster pilosus Willd.,NDB,47.26,2.49,1992
5/29/2013,T6,R2,UnSorted,,44.049,1.777,2013
10/23/1992,T5,R5,Leaf Litter,LEAFLITTER,46.32,2.22,1992
9/17/2013,TSF,R2,Rubus sp. (*),,43.849,1.901,2013
8/7/2014,T7,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.904,1.058,2014
5/9/2018,T3,R5,UnSorted,,38.562,2.224,2018
7/14/1989,T4,R1,Triticum aestivum L. (*),STOVER,44.85,0.6,1989
9/14/1999,T21,R5,Zea mays L. (*),SEED,43.18,1.56,1999
4/29/2005,T4,R6,Trifolium pratense L.,,41.819,3.199,2005
,DFF,R3,Leaf Litter,LEAFLITTER,44.68,0.87,1998
7/14/2008,T6,R1,aggregate of live biomass except for Triticum sp.,,40.715,3.115,2008
7/17/2014,T5,R4,UnSorted,,39.716,1.612,2014
10/5/2009,T3,R4,Glycine max L. (*),SEED,50.476,6.415,2009
7/26/2018,T8,R2,Surface Litter,,43.488,1.243,2018
7/1/1996,T6,R5,Medicago sativa L.,CROP,43.82,3.12,1996
7/7/2016,T4,R1,Triticum aestivum L. (*),SEED,41.343,1.466,2016
7/26/2018,T8,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.326,1.231,2018
11/5/2012,T5,R6,Leaf Litter,,42.606,1.054,2012
7/12/2010,T3,R3,Triticum aestivum L. (*),SEED,43.411,1.9,2010
7/9/2004,T1,R5,Triticum aestivum L. (*),STOVER,43.03,0.422,2004
9/12/1989,T1,R6,Zea mays L. (*),STOVER,42.7,0.98,1989
8/6/2003,T7,R4,Elymus repens (L.) Gould,,42.259,0.678,2003
10/9/2018,T2,R2,Glycine max L. (*),SEED,50.754,5.865,2018
8/7/2017,T8,R4,Sassafras albidum (Nutt.) Nees,,48.176,1.568,2017
8/31/2015,TSF,R3,Celastrus orbiculatus Thunb.,,43.083,2.801,2015
7/31/2017,T7,R2,Phleum pratense L.,,44.503,0.43,2017
9/12/1994,T2,R1,Glycine max L. (*),STOVER,42.88,0.93,1994
9/28/2015,T2,R3,Glycine max L. (*),STOVER,42.808,0.784,2015
10/24/2002,T4,R5,aggregate of live biomass except for Zea mays,,43.882,1.059,2002
8/6/1996,T1,R5,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,43.38,0.74,1996
10/4/1993,T4,R1,Zea mays L. (*),STOVER,42.45,0.77,1993
10/6/2006,T4,R4,Glycine max L. (*),STOVER,45.346,0.586,2006
10/5/2005,T3,R5,aggregate of live biomass except for Zea mays,,41.733,2.345,2005
7/25/2012,T8,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.846,1.056,2012
8/7/2014,T7,R4,Surface Litter,,43.898,1.625,2014
8/24/1999,T1,R6,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,43.54,1.87,1999
7/12/1999,T6,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,41.52,2.7,1999
8/20/1999,T2,R6,Standing Dead,NDB,42.16,1.33,1999
7/7/2016,T6,R2,Triticum aestivum L. (*),SEED,40.257,1.243,2016
8/8/2011,T8,R4,Poa pratensis L.,,44.599,1.254,2011
8/11/1999,T7,R1,Phleum pratense L.,NDB,45.14,0.61,1999
7/9/2010,T1,R5,aggregate of live biomass except for Triticum sp.,,41.783,1.86,2010
8/8/2016,T8,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.18,1.203,2016
10/18/2017,T3,R6,Zea mays L. (*),STOVER,44.255,0.669,2017
10/17/1990,T1,R4,Glycine max L. (*),STOVER,56.75,0.86,1990
8/10/2009,T8,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,45.09,0.815,2009
8/9/2006,T8,R1,Surface Litter,,42.88,1.115,2006
7/14/2004,T4,R4,Triticum aestivum L. (*),STOVER,42.334,0.831,2004
7/24/2012,T6,R1,Medicago sativa L.,,45.047,2.954,2012
7/9/2010,T1,R5,Triticum aestivum L. (*),SEED,44.604,1.975,2010
5/11/1993,T4,R4,Vicia villosa  Roth,COVCROPNDB,40.55,3.38,1993
8/11/1999,T7,R4,Erigeron annuus (L.) Pers.,NDB,43.65,1.89,1999
10/2/1995,T6,R4,Medicago sativa L.,CROP,44.14,4.21,1995
8/11/1999,T7,R6,Erigeron annuus (L.) Pers.,NDB,44.73,0.84,1996
9/15/1997,T1,R2,Glycine max L. (*),STOVER,45.39,3.44,1997
7/8/2016,T6,R4,UnSorted,,42.617,1.149,2016
5/19/2009,T3,R4,Secale cereale M.Bieb.,,43.196,1.982,2009
5/18/2011,T4,R6,Trifolium pratense L.,,42.571,3.324,2011
8/3/2009,T7,R2,Solidago canadensis L.,,44.678,0.792,2009
10/6/1992,T2,R6,Glycine max L. (*),SEED,45.84,6.37,1992
6/25/1991,T5,R5,Leaf Litter,LEAFLITTER,44.56,1.53,1991
5/25/2010,T6,R4,Medicago sativa L.,,42.101,2.688,2010
6/28/2007,T4,R6,aggregate of live biomass except for Triticum sp.,,40.611,1.59,2007
7/27/2017,T5,R4,UnSorted,,43.976,1.011,2017
8/18/1999,T8,R3,Monocots,NDB,44.82,1.04,1999
7/6/1998,T2,R3,Triticum aestivum L. (*),SEED,41.76,1.85,1998
8/7/1992,T7,R1,Artemisia campestris ssp. Caudata (Michx.) Hall & Clements,NDB,45.74,1.62,1992
8/1/2000,T7,R2,Phleum pratense L.,,43.765,0.701,2000
9/2/2003,T1,R2,Glycine max L. (*),STOVER,40.257,3,2003
5/10/2006,T4,R1,Secale cereale M.Bieb.,,42.857,1.9,2006
10/17/2017,T1,R5,Zea mays L. (*),SEED,41.963,1.093,2017
8/6/2015,T8,R2,Rubus allegheniensis T.C. Porter (*),,47.84,1.336,2015
9/16/2019,TSF,R3,Rubus occidentalis L. (*),,45.136,1.728,2019
10/24/2002,T4,R5,Zea mays L. (*),SEED,43.809,1.59,2002
7/12/1999,T6,R1,Medicago sativa L.,CROP,44.01,3.02,1999
8/1/2018,T7,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.001,1.078,2018
8/16/2010,T8,R2,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,,44.902,1.116,2010
5/30/2014,T6,R5,Medicago sativa L.,,43.09,2.844,2014
10/23/2008,T4,R5,aggregate of live biomass except for Zea mays,,42.34,1.783,2008
5/9/2017,T3,R2,UnSorted,,41.347,2.154,2017
4/26/1999,T4,R4,Trifolium incarnatum L.,COVCROPNDB,43.14,3.08,1999
7/17/2014,T5,R2,UnSorted,,41.404,2.519,2014
6/2/2003,T6,R5,Medicago sativa L.,,42.364,2.607,2003
10/21/2002,T1,R5,Zea mays L. (*),SEED,44.019,1.381,2002
10/24/2002,T4,R3,Zea mays L. (*),STOVER,46.626,0.696,2002
5/30/2014,T6,R2,UnSorted,,40.687,1.962,2014
5/11/1993,T4,R3,Vicia villosa  Roth,COVCROPNDB,40.2,3.65,1993
8/18/1999,T8,R2,Surface Litter,SURFACELITTER,44.81,1.13,1999
9/14/1999,T3,R5,Zea mays L. (*),SEED,43.66,1.55,1999
9/2/2003,T1,R6,Glycine max L. (*),STOVER,41.347,2.83,2003
9/6/1995,T5,,poplar leaves,POPLVS,48.94,1.38,1995
5/9/2018,T3,R4,UnSorted,,37.853,1.756,2018
5/18/2011,T4,R6,UnSorted,,40.009,2.16,2011
6/30/2016,T1,R2,Triticum aestivum L. (*),STOVER,44.85,0.418,2016
8/14/2019,T7,R5,Solidago canadensis L.,,45.048,1.061,2019
8/5/2002,T7,R1,Phleum pratense L.,,45.229,0.614,2002
8/1/2000,T7,R4,Poa pratensis L.,,44.007,1.044,2000
7/16/2013,T3,R2,Triticum aestivum L. (*),STOVER,45.975,0.513,2013
7/16/2019,T2,R5,Triticum aestivum L. (*),SEED,42.588,1.452,2019
6/5/2006,T6,R2,Medicago sativa L.,,43.2,2.823,2006
12/15/2015,TDF,R3,Leaf Litter,,44.185,0.923,2015
10/5/2005,T4,R3,Zea mays L. (*),STOVER,45.23,0.698,2005
5/8/2018,T4,R2,UnSorted,,38.118,2.231,2018
8/3/2009,T7,R2,Trifolium pratense L.,,43.74,1.633,2009
12/10/2019,T5,R5,Leaf Litter,,44.611,2.27,2019
7/5/1990,T6,R1,Medicago sativa L.,CROP,47.66,3.62,1990
8/13/2002,TSF,R3,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.64,1.183,2002
9/28/2012,T1,R5,Glycine max L. (*),SEED,52.487,6.256,2012
7/13/2010,T4,R6,Triticum aestivum L. (*),SEED,43.649,1.538,2010
12/10/2019,T5,R1,Leaf Litter,,45.538,2.047,2019
7/29/1998,TSF,R3,Senesing Grass,NDB,43.26,1.01,1998
8/2/2000,T7,R6,Solidago canadensis L.,,44.881,0.914,2000
8/12/2003,TSF,R3,Bromus inermis Leyss.,,42.453,2.055,2003
11/26/2013,T7,R4,Surface Litter,,43.421,1.379,2013
6/2/2003,T6,R4,Medicago sativa L.,,41.863,2.898,2003
9/12/1994,T3,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,45.92,2.26,1994
10/22/2002,T2,R2,aggregate of live biomass except for Zea mays,,25.647,3.115,2002
10/16/2017,T1,R2,Zea mays L. (*),STOVER,44.247,0.461,2017
7/15/2019,T2,R1,Triticum aestivum L. (*),SEED,42.248,1.436,2019
8/25/2014,T8,R1,Bromus inermis Leyss.,,44.549,1.165,2014
7/29/1998,TSF,R2,Dicots,NDB,43.27,1.25,1998
8/7/2006,T7,R4,Apocynum cannabinum L.,,47.092,1.187,2006
10/22/2002,T2,R2,Zea mays L. (*),STOVER,46.186,0.879,2002
6/2/2003,T6,R3,aggregate of live biomass except for Medicago sativa L.,,33.161,2.888,2003
8/26/2002,T6,R2,Medicago sativa L.,,44.393,2.703,2002
4/30/1990,T3,R4,Vicia villosa  Roth,COVCROPNDB,40.25,2.28,1990
7/8/2004,T2,R1,Triticum aestivum L. (*),SEED,41.48,1.508,2004
6/4/2018,T6,R5,UnSorted,,42.845,3.761,2018
8/27/1997,T1,R6,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,42.66,2.18,1997
8/20/1999,T2,R5,Daucus carota L.,NDB,43.21,2.01,1999
7/12/1995,T3,R5,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,42.27,3.03,1995
10/26/2011,T1,R6,Zea mays L. (*),SEED,42.25,1.372,2011
8/9/2005,T8,R1,Bromus inermis Leyss.,,44.838,1.107,2005
8/10/1998,T7,R6,Surface Litter,SURFACELITTER,28.93,0.63,1998
8/1/2016,T7,R3,Aster sagittifolius,,43.82,0.888,2016
11/5/2012,T5,R3,Leaf Litter,,44.265,1.223,2012
10/23/2014,T4,R2,UnSorted,,42.712,1.204,2014
9/12/2018,TSF,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,45.372,1.455,2018
5/29/2013,T6,R5,UnSorted,,41.789,1.816,2013
7/16/2019,T2,R5,Triticum aestivum L. (*),STOVER,44.922,0.249,2019
10/17/2017,T2,R2,Zea mays L. (*),SEED,41.885,1.137,2017
8/10/1992,T6,R4,Medicago sativa L.,NDB,38.43,3.51,1992
9/15/1997,T3,R1,Glycine max L. (*),SEED,49.71,6.73,1997
5/26/2004,T6,R3,aggregate of live biomass except for Medicago sativa L.,,38.268,2.702,2004
7/16/1991,T5,R3,Leaf Litter,LEAFLITTER,41.96,1.5,1991
8/11/2014,T7,R5,Trifolium pratense L.,,43.983,1.833,2014
7/12/2013,T1,R1,Triticum aestivum L. (*),SEED,42.959,1.593,2013
7/14/2017,T6,R3,Medicago sativa L.,,44.52,2.699,2017
10/5/2009,T2,R6,Glycine max L. (*),SEED,50.975,6.244,2009
7/14/2008,T6,R3,Triticum aestivum L. (*),SEED,42.272,2.157,2008
8/5/1992,T5,R6,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,41.49,1.99,1992
4/17/1996,T4,R3,Trifolium incarnatum L.,COVCROP,42.17,3.85,1996
10/15/1996,T3,R3,Zea mays L. (*),STOVER,44.16,0.74,1996
10/15/2015,T4,R6,UnSorted,,45.616,1.385,2015
11/20/2015,T7,R4,UnSorted,,45.801,0.989,2015
8/1/2012,T7,R3,Aster sagittifolius,,44.427,1.273,2012
8/9/2012,TSF,R3,Alliaria petiolata (Bieb.) Cavara & Grande,,45.364,2.46,2012
10/24/2018,T7,R6,UnSorted,,46.047,1.025,2018
9/8/2014,TSF,R1,Surface Litter,,45.002,0.966,2014
8/11/2005,TSF,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,45.089,1.978,2005
8/4/2011,T8,R2,Solidago canadensis L.,,46.535,1.092,2011
8/11/1999,T7,R4,Rhus typhina L.,NDB,45.82,1.23,1999
10/15/1996,T2,R2,Zea mays L. (*),STOVER,44.33,0.88,1996
6/28/2007,T4,R3,Triticum aestivum L. (*),STOVER,42.893,0.517,2007
7/7/2003,T6,R5,aggregate of live biomass except for Medicago sativa L.,,28.345,2.03,2003
